id,LGBM
0,0.9947650678287592
1,0.011569794218911534
2,0.013077863933427225
3,0.040004986666757184
4,0.995238364299671
5,0.9915004399249756
6,0.9026228308269637
7,0.019405602394530985
8,0.17469608039576873
9,0.07939700667688601
10,0.02481143854305851
11,0.012679167596367957
12,0.0535170632683883
13,0.034703832782476254
14,0.9427190322302191
15,0.2528367566672307
16,0.08367337756122252
17,0.9686213903179727
18,0.734674187610175
19,0.004750458021350445
20,0.8552301267203867
21,0.5809403298414769
22,0.005684878468889279
23,0.008235665401434817
24,0.8903988744060761
25,0.016474544024797942
26,0.017534573993623133
27,0.8805971455288082
28,0.9402762103547939
29,0.9524253528355843
30,0.9083432928497364
31,0.9412566347534416
32,0.3825623975252329
33,0.9547330693621552
34,0.03649867006904936
35,0.4631832614373208
36,0.8961333820801183
37,0.7881850629895014
38,0.8633499958390576
39,0.9971737839691822
40,0.9918984201443241
41,0.08488568476346489
42,0.1347570615071998
43,0.06592106539755989
44,0.5929366485343791
45,0.018320092502850594
46,0.5411766191363709
47,0.0244419973114167
48,0.2708515272067737
49,0.3576467251754497
50,0.023975880099775814
51,0.914901043978422
52,0.932567405781253
53,0.8828236671451755
54,0.28131765595145675
55,0.9759472715346146
56,0.008577735021651104
57,0.01049152463139633
58,0.9208655995303587
59,0.7546334259622767
60,0.9831789868238585
61,0.963279617794291
62,0.9858742848572107
63,0.9801678997562122
64,0.020526530755307564
65,0.009573576321632018
66,0.06525538987606355
67,0.013745134258522886
68,0.00848289279857229
69,0.9887340873739794
70,0.08858844364453795
71,0.014531619376037627
72,0.33827198586305346
73,0.6161947404879818
74,0.9873490944408
75,0.23973786964106147
76,0.01340589784842069
77,0.42145106703450763
78,0.9833150093012465
79,0.006125651706464745
80,0.9840343567370101
81,0.9801039122528296
82,0.44009248097222503
83,0.4317769700386756
84,0.008287673560239196
85,0.011865644258329429
86,0.027623866480309962
87,0.9404428783746546
88,0.9599532776379729
89,0.060075971222042675
90,0.010977683546659374
91,0.010780258111517017
92,0.8636961675153246
93,0.006648825203224292
94,0.2653289769742238
95,0.9669219257753309
96,0.17818216436149562
97,0.9125579545895268
98,0.01387363323564747
99,0.5087290890240201
100,0.5899251330838464
101,0.10620499001761748
102,0.8301362781856654
103,0.8285648066236267
104,0.07403935784730095
105,0.011042574703993639
106,0.31127202226693834
107,0.29344869488349185
108,0.5165855438473755
109,0.9182794351768424
110,0.9782225197686111
111,0.5491300483411543
112,0.9364140425552211
113,0.009265912951924431
114,0.8578706980702718
115,0.7687924215712807
116,0.8662396061128655
117,0.31770261055685056
118,0.30814229686708744
119,0.9699507086475054
120,0.9421514689995515
121,0.9396872427443465
122,0.006473510939568798
123,0.011331248166723047
124,0.9119504281277687
125,0.9275360135555387
126,0.01610196347383987
127,0.15905062213462406
128,0.45137072149235097
129,0.9987484272612487
130,0.8363389817021072
131,0.008161922397584205
132,0.05821284658682807
133,0.0721311344305472
134,0.03842965473204895
135,0.012564575425186755
136,0.3550690713174245
137,0.26582338698234537
138,0.9996217130241757
139,0.9417431433712623
140,0.04650866703321911
141,0.6241884930308751
142,0.07946938820351686
143,0.11879605572283958
144,0.06645862697166721
145,0.5435425527516907
146,0.34338420345977483
147,0.9873847754409599
148,0.015250221770224665
149,0.05909154866621204
150,0.5675596643624358
151,0.012748385516305279
152,0.09019801955260599
153,0.9426736892255064
154,0.002381591912333793
155,0.1802673516242949
156,0.985133457826429
157,0.8693986988636532
158,0.2716477037189926
159,0.99729209084889
160,0.6508911746414335
161,0.006975048976803244
162,0.2522189478152682
163,0.9952199347596815
164,0.04805272176734575
165,0.0128706589669795
166,0.044850875983951724
167,0.018329401166804305
168,0.9755114925189571
169,0.9736718699557685
170,0.9239830464906564
171,0.01254005458621759
172,0.9717946603051512
173,0.02670047317139884
174,0.9860682152556748
175,0.08251030488304745
176,0.7614083700696184
177,0.03958293997639575
178,0.0070139577991271745
179,0.0710702403631312
180,0.023347883610907918
181,0.8454782907659029
182,0.016029704388602843
183,0.9851396664956061
184,0.11398458723636348
185,0.08633163768298832
186,0.7930515559666355
187,0.7814966650055332
188,0.9590986131995403
189,0.6355848256338023
190,0.010011417312577138
191,0.0774772034284483
192,0.011733194823709665
193,0.023930073915116614
194,0.13427471750524805
195,0.6718813949726765
196,0.4284897659175181
197,0.9753539060733241
198,0.9167995745771059
199,0.03413425443530528
200,0.8109157798698466
201,0.4958643345997709
202,0.8667409119144565
203,0.9167634155559711
204,0.05796658522501933
205,0.0400468799974558
206,0.04332018001515792
207,0.9790538516752127
208,0.905916163148984
209,0.9945943617346301
210,0.23971278505059324
211,0.4337727166710817
212,0.030506404611518368
213,0.7807600590084466
214,0.0019869246390235265
215,0.08200992576200819
216,0.6022773505994322
217,0.9266693723565801
218,0.870755761204973
219,0.17859553729186706
220,0.8496798355583222
221,0.6318419861231173
222,0.9967188552707258
223,0.052837245777300486
224,0.2889568507529968
225,0.6983232704499627
226,0.015097450368959365
227,0.8600801222541914
228,0.0033835027898413425
229,0.9895502599821505
230,0.02494988444611642
231,0.01695045248514743
232,0.5800490317889986
233,0.014504206742727838
234,0.014733823279606166
235,0.9702021584120738
236,0.022230772973651988
237,0.9989344007506391
238,0.962088666438135
239,0.08928680098754004
240,0.007699506360048292
241,0.017810525464093632
242,0.2672607856126522
243,0.9936949480822526
244,0.8424779522800823
245,0.04489167286698373
246,0.01596756400545203
247,0.7772027150943748
248,0.649652554678999
249,0.37263734582292046
250,0.964693277355268
251,0.9810727294731229
252,0.9779250971340944
253,0.004504942402677816
254,0.733565549455535
255,0.41281058885006167
256,0.006691180992315336
257,0.05169513331769769
258,0.04301213803877443
259,0.008006397496949022
260,0.8748498978485794
261,0.13793437415074455
262,0.38055887753123596
263,0.4113462046010887
264,0.007856029323091472
265,0.20778590393166413
266,0.9966634595810094
267,0.37214964460420563
268,0.8174747764397013
269,0.022371365833576667
270,0.04752620674413236
271,0.9671538478804405
272,0.05753967033651581
273,0.8610440020756307
274,0.9878956555736957
275,0.022052292493367466
276,0.15255621448648116
277,0.009614694719542094
278,0.009925881944125284
279,0.979633096658917
280,0.9755120042984069
281,0.04215060699060555
282,0.9840144600883844
283,0.995513330811312
284,0.14554505110390062
285,0.31234698883958956
286,0.0026108502823748523
287,0.9910609240048457
288,0.923372924277939
289,0.971937327649629
290,0.9853488185106125
291,0.12604708650175006
292,0.8395202160401739
293,0.20709837386605406
294,0.5787625689719393
295,0.05984721642143433
296,0.9244680555436042
297,0.014465354631091337
298,0.9715647043519383
299,0.989348166154406
300,0.9992809398204209
301,0.011204939038596564
302,0.8616060545160525
303,0.0110570774201659
304,0.9203648977738503
305,0.5538839818988861
306,0.9926643303723742
307,0.9615586994258274
308,0.034097110971806475
309,0.9310561257653762
310,0.42258155801545755
311,0.9692909861433132
312,0.9788939315538102
313,0.023974805916219057
314,0.9909701490043591
315,0.5569271794183261
316,0.42038804974949484
317,0.026658672281163913
318,0.021155419283587173
319,0.015270518868903368
320,0.1279794879200687
321,0.935522914400257
322,0.8338568247292765
323,0.01970051790663703
324,0.8773615516950312
325,0.35604591332578495
326,0.9927721904699246
327,0.1253987132272258
328,0.8874733061738842
329,0.13652707047028229
330,0.9336386580321379
331,0.5395217943082705
332,0.12097441206290906
333,0.0953527940002291
334,0.40135082404017963
335,0.9971806410349079
336,0.021527130996033695
337,0.040228182689607525
338,0.015562567708810425
339,0.05972598961228589
340,0.12882492871151213
341,0.9986813251172129
342,0.9011990313664795
343,0.11400748427305181
344,0.04629511666635268
345,0.9852540197179653
346,0.9453718731560727
347,0.6107982892534363
348,0.007829560906215014
349,0.05190493323562413
350,0.9807215994877256
351,0.022278626795081743
352,0.7289819827767924
353,0.9696251056357822
354,0.9729598893189205
355,0.021698700437305356
356,0.02086909569457504
357,0.0877780750712631
358,0.23684441341592607
359,0.72717241652952
360,0.0030715413015808316
361,0.9987796553154512
362,0.9864715066359577
