id,Keras
0,0.9954445958137512
1,0.010525595396757126
2,0.015408512204885483
3,0.05735039338469505
4,0.9970700144767761
5,0.9869133234024048
6,0.8895987272262573
7,0.02928553707897663
8,0.18008986115455627
9,0.08458352088928223
10,0.012957120314240456
11,0.006143816281110048
12,0.09513067454099655
13,0.030896149575710297
14,0.939628541469574
15,0.22125893831253052
16,0.12393112480640411
17,0.9714524745941162
18,0.6070833206176758
19,0.004852955229580402
20,0.835262656211853
21,0.454560250043869
22,0.0132098738104105
23,0.015647921711206436
24,0.909958004951477
25,0.020958442240953445
26,0.03288360685110092
27,0.905117928981781
28,0.9272382259368896
29,0.9637227058410645
30,0.887787401676178
31,0.9306721091270447
32,0.39814379811286926
33,0.9642643928527832
34,0.020989838987588882
35,0.46624717116355896
36,0.9171460866928101
37,0.8016668558120728
38,0.8963822722434998
39,0.9956495761871338
40,0.9908829927444458
41,0.08412813395261765
42,0.12718190252780914
43,0.055804543197155
44,0.5138217210769653
45,0.009930707514286041
46,0.24129290878772736
47,0.07205783575773239
48,0.3502894937992096
49,0.3084815740585327
50,0.017524752765893936
51,0.9768436551094055
52,0.9399725198745728
53,0.8937021493911743
54,0.15415747463703156
55,0.9820504188537598
56,0.003919914364814758
57,0.010564262047410011
58,0.9281489849090576
59,0.8367781639099121
60,0.986932098865509
61,0.9560385346412659
62,0.9794225692749023
63,0.978780210018158
64,0.022083118557929993
65,0.017852632328867912
66,0.04558505490422249
67,0.02656659297645092
68,0.006674954202026129
69,0.9950518608093262
70,0.12669457495212555
71,0.012856549583375454
72,0.30145421624183655
73,0.6071610450744629
74,0.9814326763153076
75,0.15654665231704712
76,0.004827310796827078
77,0.4155879318714142
78,0.9887200593948364
79,0.007134501356631517
80,0.9824069142341614
81,0.9642476439476013
82,0.5137108564376831
83,0.45940282940864563
84,0.010314149782061577
85,0.005407133139669895
86,0.024406911805272102
87,0.9402986764907837
88,0.951299786567688
89,0.03635651618242264
90,0.012045083567500114
91,0.017863696441054344
92,0.8559680581092834
93,0.005285126157104969
94,0.4013477563858032
95,0.9676756858825684
96,0.23905587196350098
97,0.8652650117874146
98,0.01332436315715313
99,0.49603039026260376
100,0.6988612413406372
101,0.09220174700021744
102,0.883764386177063
103,0.8245731592178345
104,0.15386977791786194
105,0.008749927394092083
106,0.32728028297424316
107,0.23143424093723297
108,0.636027991771698
109,0.8896690607070923
110,0.9749484062194824
111,0.4704999625682831
112,0.9106640815734863
113,0.012846979312598705
114,0.8619115352630615
115,0.701988935470581
116,0.8562576770782471
117,0.3767561912536621
118,0.27084001898765564
119,0.9771334528923035
120,0.9450224041938782
121,0.9157623052597046
122,0.06629171222448349
123,0.018640510737895966
124,0.8599019050598145
125,0.920136570930481
126,0.022112958133220673
127,0.09727587550878525
128,0.25116029381752014
129,0.9993752241134644
130,0.8434038758277893
131,0.006584497634321451
132,0.01173489261418581
133,0.05364784225821495
134,0.026808608323335648
135,0.015212776139378548
136,0.40414199233055115
137,0.5152052640914917
138,0.999290406703949
139,0.9740691184997559
140,0.03879513591527939
141,0.3398279547691345
142,0.042171306908130646
143,0.06343721598386765
144,0.04990987107157707
145,0.5465471744537354
146,0.29512274265289307
147,0.9889034032821655
148,0.007988565601408482
149,0.07010308653116226
150,0.6211147308349609
151,0.008323512971401215
152,0.0368233248591423
153,0.9203447699546814
154,0.003917165566235781
155,0.17147043347358704
156,0.9809417724609375
157,0.9392189979553223
158,0.27425190806388855
159,0.9960347414016724
160,0.6285719871520996
161,0.002397318370640278
162,0.3403376042842865
163,0.9954537153244019
164,0.03863111510872841
165,0.010671700350940228
166,0.019604230299592018
167,0.0193675197660923
168,0.9779952168464661
169,0.9764345288276672
170,0.9210380911827087
171,0.015043441206216812
172,0.9681327939033508
173,0.04167063906788826
174,0.9908590912818909
175,0.05074018985033035
176,0.7852882146835327
177,0.08634714782238007
178,0.009363742545247078
179,0.03023417480289936
180,0.049229320138692856
181,0.8987877368927002
182,0.009183327667415142
183,0.9734419584274292
184,0.10942225903272629
185,0.061033159494400024
186,0.7532168030738831
187,0.7933224439620972
188,0.9665091037750244
189,0.6028451919555664
190,0.010943797416985035
191,0.04602436721324921
192,0.010063180699944496
193,0.03467041254043579
194,0.11909274011850357
