id,StatsModels
0,0.996785038351475
1,0.00621464780649163
2,0.011719116983178407
3,0.07993447175310052
4,0.9986576633126306
5,0.9892025758770088
6,0.8732902259587265
7,0.05134002516436728
8,0.1839242847090884
9,0.0816829888467743
10,0.014202658987032624
11,0.004891100082248365
12,0.17612935541648922
13,0.04463734279890604
14,0.9347317150728961
15,0.08610874721124379
16,0.09894385541945323
17,0.9556719020696725
18,0.48589241526963783
19,0.006708038677227709
20,0.8966721810152063
21,0.5046862110132478
22,0.01867481710043803
23,0.020559235416221625
24,0.8958657373782772
25,0.021287087254718052
26,0.04501243866426565
27,0.9253943118035729
28,0.9367545012303325
29,0.9598919244387609
30,0.9005301026885483
31,0.9301802570213966
32,0.4131220809716104
33,0.957685827602387
34,0.02713169340847947
35,0.4625165020575334
36,0.8789995479991822
37,0.814208989664037
38,0.8989253712495845
39,0.9983273835891688
40,0.987838482376742
41,0.09643915422151854
42,0.13687794045621218
43,0.06071447996433779
44,0.4024833050986488
45,0.008714017203761214
46,0.33743168319496314
47,0.10525940603442777
48,0.40522713460446474
49,0.3400920025795099
50,0.006966975687517608
51,0.9834005289957718
52,0.9359311423479518
53,0.8793726166476358
54,0.2393634899478678
55,0.9822295576603134
56,0.0030084766694840623
57,0.011816616595284666
58,0.9291923635600434
59,0.72341283780562
60,0.9847459591305238
61,0.9657741526028416
62,0.9790737875769512
63,0.9784722374410394
64,0.016811897581420786
65,0.012145902098514908
66,0.051012871711908186
67,0.038895604836204196
68,0.007127993443851317
69,0.9962692402209367
70,0.1254592518076677
71,0.00623248144880707
72,0.3351798782783661
73,0.6545470984137111
74,0.9763616582825229
75,0.15342678306540436
76,0.0025962617388958884
77,0.46183749119708173
78,0.9929834800080615
79,0.00823110033737472
80,0.986779157394613
81,0.9772442156307877
82,0.5405589383642984
83,0.3652219017920668
84,0.011220675665150595
85,0.004590591503945567
86,0.0240696000028506
87,0.933028431840188
88,0.951341367230831
89,0.03684829814488125
90,0.011438609121827563
91,0.021744326081028865
92,0.8069226784426708
93,0.0035874999874422175
94,0.44539691162749645
95,0.9559357430443242
96,0.2957853556068647
97,0.8674727802765118
98,0.01549156193927543
99,0.5711656260749787
100,0.5782407105154467
101,0.12888456485242217
102,0.8638180299484708
103,0.8481990956401402
104,0.17861469989407164
105,0.008192857764208517
106,0.3032060328426591
107,0.23953831143661422
108,0.668553848794236
109,0.8533593610406187
110,0.9760996232977677
111,0.38614567987729664
112,0.8932466204997759
113,0.014743664239411121
114,0.834426437730579
115,0.8079208570857741
116,0.8139332053861555
117,0.33452616080007674
118,0.3177366469580372
119,0.980317456760445
120,0.9435914345670924
121,0.9090984945413451
122,0.10756493130036562
123,0.01366417684365007
124,0.7610308915766573
125,0.9259430408004521
126,0.029038695886209713
127,0.15853544253167676
128,0.26934695804227055
129,0.9997088010676211
130,0.8288969400230377
131,0.009440056419707394
132,0.007770645132894656
133,0.08989136887048946
134,0.049371278029600486
135,0.01693328507013669
136,0.4711446690900414
137,0.4312195087234973
138,0.9994515114057058
139,0.9743925191000942
140,0.04404829026777265
141,0.3986189217015173
142,0.055479434545132274
143,0.059476858715269226
144,0.060510940188373795
145,0.5286785989254488
146,0.25969697930680125
147,0.9940894329538343
148,0.007450055928943498
149,0.09220007415380357
150,0.6582119723637121
151,0.008451159912004378
152,0.07397474288778394
153,0.9408340267213977
154,0.005366404616933494
155,0.22800214389737117
156,0.976383722189592
157,0.9201964521800955
158,0.2647227227483563
159,0.9977354875635369
160,0.5006083167383882
161,0.0027552949403476675
162,0.2814469022263238
163,0.99563979565296
164,0.02687356246096489
165,0.01528425859438728
166,0.01054676290404522
167,0.029112882548959006
168,0.9707744946136551
169,0.9748208551231072
170,0.9336069185455511
171,0.018415115769539348
172,0.9513478002381405
173,0.04316003590839752
174,0.9928012406214366
175,0.07042914315500819
176,0.7604396560881029
177,0.10337326161680736
178,0.007267896603879867
179,0.040004732138983985
180,0.05755327773234433
181,0.866233958356348
182,0.005518586667725694
183,0.9684634969694764
184,0.20971839909817303
185,0.057240369991249755
186,0.6779852675368141
187,0.7409733486325071
188,0.9655593510083091
189,0.5514244413600978
190,0.007332601064148026
191,0.061798804333456116
192,0.016876003570959943
193,0.0289512545960647
194,0.12169814615693227
195,0.621447073060974
196,0.2600853181823257
197,0.9839195574430387
198,0.869608823117236
199,0.079728259778193
200,0.7944482217723506
201,0.3660674607315857
202,0.9332124262301296
203,0.9627828017472326
204,0.020768748353386303
205,0.07086297046689474
206,0.052753810102111616
207,0.9957759970205835
208,0.8806563422313111
209,0.9923287128120886
210,0.14780863137456687
211,0.2629061140399597
212,0.014406825576578713
213,0.7193659171349902
214,0.00270423735413988
215,0.04565630145335617
216,0.4310123825679839
217,0.9646583626865882
218,0.8592385442057894
219,0.1628031894431738
220,0.8935901200170574
221,0.6591660154515732
222,0.9975708745961052
223,0.02333835619915031
224,0.1027257130657922
225,0.6160321875951077
226,0.013531290186535181
227,0.7951878563679057
228,0.0014167785348710043
229,0.9931138726107818
230,0.03472598745339676
231,0.020042802142668608
232,0.6933971521117833
233,0.005125031005963144
234,0.008870540568134919
235,0.959799678056181
236,0.0265140720046637
237,0.9995881175773051
238,0.9736276650192064
239,0.10945138233194311
240,0.0050792919083804434
241,0.04944214067063651
242,0.4058196057397999
243,0.9987532653713104
244,0.9491169052224284
245,0.014018451058172917
246,0.013028618684002864
247,0.6924890404022529
248,0.6941125453169504
249,0.33272789227696703
250,0.9697888300192758
251,0.9935212951939996
252,0.9801899883995511
253,0.020305156555149657
254,0.6052068920923819
255,0.5419301010353863
256,0.00315678005107603
257,0.03277435752776014
258,0.14664195395268326
259,0.018314142169654195
260,0.8201879194145572
261,0.2297942726634457
262,0.24687274163949993
263,0.2090700368961807
264,0.004761634225595655
265,0.2126465864416846
266,0.9970049317297605
267,0.19480847823939326
268,0.8082236809576628
269,0.010933560016558708
270,0.08700625666496684
271,0.9741211670337029
272,0.09413906561994635
273,0.9245902583267469
274,0.9942615213376903
275,0.01987440936435292
276,0.25754438522183526
277,0.020403581978385477
278,0.012613356679531536
279,0.9739464025027533
280,0.9719214091120634
281,0.03115244397302498
282,0.9755576327664262
283,0.9966701123871097
284,0.1530209282672498
285,0.4208445232529623
286,0.02023306468344774
287,0.9924472131698222
288,0.9288775028350562
289,0.9458305463603474
290,0.9920952840613582
291,0.12712313340729833
292,0.6389242595393724
293,0.29915629816154854
294,0.537196387457493
295,0.11592075670881725
296,0.964170519289793
297,0.058211032021065576
298,0.9594855962503098
299,0.997536848926596
300,0.9996530350796733
301,0.004522604028943043
302,0.960278448360455
303,0.03752664544483356
304,0.8846881849134615
305,0.252854358637289
306,0.9951322964127814
307,0.9007124633108314
308,0.02862131192645159
309,0.8985193973039224
310,0.26037151681779347
311,0.9890193391773915
312,0.9711443188935381
313,0.04188123310813926
314,0.9946938115606645
315,0.43344084103027125
316,0.4316599373823318
317,0.012146227112600468
318,0.04074090796737078
319,0.019754245844396497
320,0.1890090335578234
321,0.9099750301463254
322,0.8380009778623912
323,0.02403376071235391
324,0.8564554326976642
325,0.3366629378568549
326,0.9965512432219175
327,0.16649849906207972
328,0.9675349457298726
329,0.21416618087692058
330,0.9530438134009854
331,0.5891879293996483
332,0.07632806900506037
333,0.059489060279571494
334,0.15218083435264487
335,0.997574109123538
336,0.022257699773520438
337,0.07401548434045803
338,0.008364879249001627
339,0.13399581712553515
340,0.14277581446581397
341,0.9994208404454414
342,0.953550573538908
343,0.10676342008088881
344,0.0751063177197865
345,0.9837859745340347
346,0.847119224272883
347,0.5105275358002533
348,0.005828073874407004
349,0.04729063950750383
350,0.9900890262721938
351,0.18397997924306544
352,0.687596570345711
353,0.9088254368008601
354,0.9651044555003493
355,0.021896778815330233
356,0.054070750689927866
357,0.08208425959727553
358,0.20457699718751288
359,0.7014591290486307
360,0.004433262112646409
361,0.9987884798599248
362,0.9875809769254786
363,0.44564311445032345
364,0.2929343736837626
365,0.5788614928763054
366,0.09172840171319711
367,0.013151288288100128
368,0.011261498616047236
369,0.04699217828331337
370,0.9444840075814235
371,0.9353081856162978
372,0.04014092864583322
373,0.785155279303531
374,0.09986355367353013
375,0.4222860454834492
376,0.987250972047796
377,0.5779185711519492
378,0.33229328513404066
379,0.9726621908753484
380,0.02254153505762235
381,0.8943474138278008
382,0.9275829948810032
383,0.9410120458308675
384,0.3119278277858241
385,0.4088943896556957
386,0.6883982960861981
387,0.06090218151134
388,0.21234326582415858
389,0.009682226794933718
390,0.06534103259087568
391,0.9844175514823742
392,0.9565245627104979
393,0.03378887815404742
394,0.8829951957870064
395,0.060953695238717125
396,0.9935195848753402
397,0.008235556660152786
398,0.8019492684469935
399,0.04474804695851293
400,0.3053611841455919
401,0.023036661227719364
402,0.9823343920816723
403,0.039164612063935025
404,0.210135212496521
405,0.962799298556268
406,0.01785874683376552
407,0.9880871659870066
408,0.3406493218675956
409,0.6653312512676653
